ra,ano,fase,pedra,idade_unificada,genero,bolsa,ian,ida,ieg,iaa,ips,ipp,ipv,inde,delta_ida,delta_ieg,delta_ips,risco_defasagem
RA-416,2024,Fase 4,Topázio,14,Masculino,Sim,10.0,8.0,8.972709551666666,8.751,7.51,8.541666667,9.13,8.700808577033333,0.40000000000000036,-0.8272904483333345,4.99,0
RA-417,2022,Fase 2,Nao_Informado,13,Feminino,Não,5.0,8.0,10.0,10.0,7.5,,9.556,8.428,0.0,0.0,0.0,1
RA-417,2023,Fase 3,Topázio,0,Feminino,Não,10.0,7.8,9.7,5.4,7.52,8.28125,8.2125,8.257658333,-0.20000000000000018,-0.3000000000000007,0.019999999999999574,0
RA-417,2024,Fase 4,Topázio,14,Feminino,Não,10.0,8.833333333333334,8.401559454333333,8.334,7.51,8.4375,8.2925,8.533628557533333,1.033333333333334,-1.2984405456666668,-0.009999999999999787,0
RA-418,2022,Fase 2,Nao_Informado,10,Feminino,Não,10.0,7.5,9.4,8.0,7.5,,8.222,8.175,0.0,0.0,0.0,0
RA-418,2023,Fase 3,Topázio,0,Feminino,Sim,10.0,8.1,10.0,8.8,2.52,8.125,8.045,8.1686,0.5999999999999996,0.5999999999999996,-4.98,0
RA-418,2024,Fase 4,Topázio,12,Feminino,Sim,10.0,9.333333333333334,10.0,8.751,7.51,8.229166667,9.0475,9.125183333366667,1.2333333333333343,0.0,4.99,0
RA-419,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,6.9,9.2,7.5,5.6,,8.389,7.359,0.0,0.0,0.0,1
RA-419,2023,Fase 3,Ametista,0,Feminino,Sim,10.0,7.6,9.5,6.7,2.52,8.125,7.875,7.7261,0.6999999999999993,0.3000000000000007,-3.0799999999999996,0
RA-419,2024,Fase 4,Topázio,14,Feminino,Sim,10.0,8.166666666666666,9.382456140666669,7.083,6.26,8.020833333,8.5475,8.355707894766669,0.5666666666666664,-0.11754385933333111,3.7399999999999998,0
RA-42,2022,Fase 5,Nao_Informado,15,Masculino,Não,10.0,4.8,7.9,8.3,5.6,,6.083,6.72,0.0,0.0,0.0,0
RA-42,2023,Fase 5,Agata,0,Masculino,Sim,5.0,5.7,8.6,8.8,5.63,6.5625,6.6675,6.794516667,0.9000000000000004,0.6999999999999993,0.03000000000000025,1
RA-42,2024,Fase 6,Ametista,17,Masculino,Não,5.0,8.166666666666666,9.682539682666668,9.168,5.635,6.796875,7.134,7.656628769866667,2.466666666666666,1.0825396826666687,0.004999999999999893,1
RA-420,2022,Fase 2,Nao_Informado,11,Feminino,Não,10.0,4.5,9.0,9.5,5.6,,8.0,7.461,0.0,0.0,0.0,0
RA-420,2023,Fase 3,Ametista,0,Feminino,Sim,10.0,5.3,9.3,8.3,2.52,7.65625,7.96,7.356358333,0.7999999999999998,0.3000000000000007,-3.0799999999999996,0
RA-420,2024,Fase 4,Ametista,13,Feminino,Sim,10.0,4.0,9.557894737,8.334,6.26,7.8125,7.96,7.544228947400001,-1.2999999999999998,0.2578947369999991,3.7399999999999998,0
RA-421,2022,Fase 2,Nao_Informado,11,Masculino,Não,10.0,8.8,9.3,8.5,7.5,,9.111,8.717,0.0,0.0,0.0,0
RA-421,2023,Fase 3,Topázio,0,Masculino,Não,10.0,7.3,9.9,9.2,2.52,7.8125,8.17,8.030716667,-1.5000000000000009,0.5999999999999996,-4.98,0
RA-421,2024,Fase 4,Topázio,13,Masculino,Não,10.0,6.666666666666667,9.540744978333334,8.751,7.51,9.0625,8.572,8.488232329,-0.6333333333333329,-0.3592550216666659,4.99,0
RA-422,2022,Fase 2,Nao_Informado,12,Masculino,Não,5.0,2.5,10.0,8.5,7.5,,7.5,6.746,0.0,0.0,0.0,1
RA-422,2023,Fase 2,Quartzo,0,Masculino,Não,5.0,4.4,7.8,0.0,7.52,6.666666667,6.106666667,5.57,1.9000000000000004,-2.2,0.019999999999999574,1
RA-422,2024,Fase 3,Quartzo,14,Masculino,Não,5.0,2.833333333333333,6.157407407333333,7.5,7.51,6.458333333,5.5,5.544981481433334,-1.5666666666666673,-1.6425925926666665,-0.009999999999999787,1
RA-423,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,2.3,9.6,8.4,7.5,,7.667,6.647,0.0,0.0,0.0,1
RA-423,2023,Fase 2,Agata,13,Feminino,Não,5.0,3.4,8.7,8.0,6.89,7.083333333,7.45,6.607533333,1.1,-0.9000000000000004,-0.6100000000000003,1
RA-423,2024,Fase 3,Agata,14,Feminino,Não,10.0,4.333333333333333,6.501135191,5.833,8.13,6.875,6.8275,6.616193704866666,0.9333333333333331,-2.198864808999999,1.240000000000001,0
RA-424,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,7.5,10.0,9.0,7.5,,8.222,7.94,0.0,0.0,0.0,1
RA-424,2023,Fase 3,Ametista,0,Feminino,Não,10.0,6.4,9.9,8.8,2.52,7.8125,7.7925,7.72685,-1.0999999999999996,-0.09999999999999964,-4.98,0
RA-424,2024,Fase 4,Ametista,14,Feminino,Não,10.0,3.333333333333333,9.616228070333332,8.334,7.51,7.34375,7.1625,7.341187280733334,-3.0666666666666673,-0.28377192966666875,4.99,0
RA-425,2022,Fase 2,Nao_Informado,12,Masculino,Não,5.0,9.0,10.0,9.0,7.5,,7.5,8.117,0.0,0.0,0.0,1
RA-425,2023,Fase 3,Topázio,13,Masculino,Não,10.0,7.5,9.9,9.2,2.52,7.8125,8.3775,8.10555,-1.5,-0.09999999999999964,-4.98,0
RA-425,2024,Fase 4,Topázio,14,Masculino,Não,10.0,9.0,10.0,10.0,6.26,8.229166667,8.8375,9.0166166667,1.5,0.09999999999999964,3.7399999999999998,0
RA-426,2022,Fase 2,Nao_Informado,14,Feminino,Não,5.0,4.6,6.5,9.0,7.5,,7.111,6.35,0.0,0.0,0.0,1
RA-426,2023,Fase 3,Agata,0,Feminino,Não,5.0,5.0,7.6,5.4,5.0,7.65625,7.5425,6.329158333,0.40000000000000036,1.0999999999999996,-2.5,1
RA-426,2024,Fase 4,Agata,15,Feminino,Não,5.0,4.833333333333333,7.905056759666666,7.917,4.38,7.65625,8.0,6.6430030186,-0.16666666666666696,0.305056759666666,-0.6200000000000001,1
RA-427,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,2.5,8.5,8.0,7.5,,6.778,6.245,0.0,0.0,0.0,1
RA-428,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,9.5,8.7,6.8,7.5,,7.111,7.683,0.0,0.0,0.0,1
RA-428,2023,Fase 3,Ametista,0,Masculino,Não,10.0,7.2,9.5,8.3,2.52,7.8125,8.0425,7.821816667,-2.3,0.8000000000000007,-4.98,0
RA-428,2024,Fase 4,Ametista,14,Masculino,Não,10.0,5.0,8.898245614,9.168,5.635,7.5,7.625,7.534949122800001,-2.2,-0.6017543859999996,3.1149999999999998,0
RA-429,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,2.7,5.3,10.0,7.5,,6.611,5.811,0.0,0.0,0.0,1
RA-43,2022,Fase 5,Nao_Informado,16,Feminino,Não,5.0,4.3,6.5,6.3,5.6,,5.958,5.486,0.0,0.0,0.0,1
RA-43,2023,Fase 6,Agata,17,Feminino,Não,5.0,5.0,6.7,7.9,5.63,7.5,7.5875,6.4622,0.7000000000000002,0.20000000000000018,0.03000000000000025,1
RA-430,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,8.5,8.6,9.5,7.5,,6.611,7.585,0.0,0.0,0.0,1
RA-430,2023,Fase 3,Ametista,14,Masculino,Não,5.0,6.4,9.3,9.2,2.52,7.8125,7.75,7.146716667,-2.0999999999999996,0.7000000000000011,-4.98,1
RA-431,2022,Fase 2,Nao_Informado,11,Masculino,Não,10.0,4.5,8.1,9.0,7.5,,6.778,7.175,0.0,0.0,0.0,0
RA-432,2022,Fase 2,Nao_Informado,14,Feminino,Não,5.0,5.1,6.8,10.0,5.0,,6.611,6.34,0.0,0.0,0.0,1
RA-432,2023,Fase 3,Agata,0,Feminino,Não,5.0,5.2,9.0,8.8,2.52,7.8125,8.0425,6.850183333,0.10000000000000053,2.2,-2.48,1
RA-432,2024,Fase 4,Ametista,16,Feminino,Não,5.0,5.5,10.0,7.501,6.26,7.34375,7.2875,7.167975,0.2999999999999998,1.0,3.7399999999999998,1
RA-433,2022,Fase 2,Nao_Informado,12,Masculino,Não,5.0,2.6,7.3,8.5,5.0,,5.778,5.557,0.0,0.0,0.0,1
RA-433,2023,Fase 2,Agata,0,Masculino,Não,5.0,4.8,7.2,8.5,7.52,5.833333333,7.613333333,6.5982,2.1999999999999997,-0.09999999999999964,2.5199999999999996,1
RA-433,2024,Fase 3,Ametista,14,Masculino,Não,10.0,4.833333333333333,8.380952381,7.918,8.13,6.875,6.415,7.218157142866668,0.033333333333333215,1.180952381,0.6100000000000012,0
RA-434,2022,Fase 2,Nao_Informado,11,Masculino,Não,10.0,5.7,8.1,9.0,7.5,,6.778,7.403,0.0,0.0,0.0,0
RA-434,2023,Fase 2,Ametista,12,Masculino,Não,5.0,6.6,8.0,6.3,7.52,7.5,7.613333333,7.069766667,0.8999999999999995,-0.09999999999999964,0.019999999999999574,1
RA-434,2024,Fase 3,Agata,13,Masculino,Não,10.0,5.5,5.061904762,7.084,7.51,7.291666667,6.55,6.610947619100001,-1.0999999999999996,-2.938095238,-0.009999999999999787,0
RA-435,2022,Fase 2,Nao_Informado,10,Feminino,Não,10.0,4.7,6.2,7.9,7.5,,6.444,6.599,0.0,0.0,0.0,0
RA-436,2022,Fase 2,Nao_Informado,11,Masculino,Não,10.0,2.0,8.1,9.5,7.5,,6.611,6.687,0.0,0.0,0.0,0
RA-436,2023,Fase 2,Quartzo,12,Masculino,Não,5.0,3.4,4.7,7.5,2.52,6.875,7.613333333,5.322366667,1.4,-3.3999999999999995,-4.98,1
RA-437,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,5.8,8.3,8.5,7.5,,6.611,6.875,0.0,0.0,0.0,1
RA-437,2023,Fase 2,Agata,0,Masculino,Não,5.0,4.7,8.4,8.0,7.52,7.291666667,7.78,6.947366667,-1.0999999999999996,0.09999999999999964,0.019999999999999574,1
RA-438,2022,Fase 2,Nao_Informado,10,Masculino,Não,10.0,7.3,8.7,8.0,7.5,,6.889,7.764,0.0,0.0,0.0,0
RA-438,2023,Fase 2,Agata,0,Masculino,Não,10.0,5.4,7.5,6.9,6.26,6.458333333,7.223333333,6.9883,-1.8999999999999995,-1.1999999999999993,-1.2400000000000002,0
RA-438,2024,Fase 2,Ametista,12,Masculino,Não,5.0,8.25,8.6630434785,9.168,7.51,7.96875,7.915,7.930283695700001,2.8499999999999996,1.1630434785000006,1.25,1
RA-439,2022,Fase 2,Nao_Informado,12,Masculino,Não,5.0,2.3,4.9,9.0,7.5,,6.5,5.519,0.0,0.0,0.0,1
RA-44,2022,Fase 5,Nao_Informado,17,Feminino,Não,5.0,3.0,5.9,5.0,7.5,,7.292,5.542,0.0,0.0,0.0,1
RA-44,2023,Fase 6,Agata,0,Feminino,Não,5.0,6.9,8.5,0.0,5.01,7.5,7.17,6.258333333,3.9000000000000004,2.5999999999999996,-2.49,1
RA-440,2022,Fase 2,Nao_Informado,11,Masculino,Não,10.0,5.5,9.0,9.5,6.9,,5.833,7.329,0.0,0.0,0.0,0
RA-440,2023,Fase 3,Agata,12,Masculino,Não,10.0,6.2,8.2,0.0,7.52,7.96875,7.835,6.989208333,0.7000000000000002,-0.8000000000000007,0.6199999999999992,0
RA-441,2022,Fase 2,Nao_Informado,11,Feminino,Não,10.0,8.0,7.9,9.0,7.5,,8.333,8.188,0.0,0.0,0.0,0
RA-442,2022,Fase 2,Nao_Informado,11,Feminino,Não,10.0,7.5,8.2,10.0,7.5,,8.222,8.226,0.0,0.0,0.0,0
RA-442,2023,Fase 3,Agata,0,Feminino,Não,10.0,5.8,7.6,0.0,7.52,7.5,8.1275,6.814166667,-1.7000000000000002,-0.5999999999999996,0.019999999999999574,0
RA-442,2024,Fase 4,Agata,13,Feminino,Não,10.0,5.0,5.9151960783333335,8.334,5.635,7.5,7.8775,6.905439215666667,-0.7999999999999998,-1.6848039216666661,-1.8849999999999998,0
RA-443,2022,Fase 2,Nao_Informado,13,Feminino,Não,5.0,5.6,9.1,9.0,7.5,,8.5,7.482,0.0,0.0,0.0,1
RA-443,2023,Fase 3,Agata,14,Feminino,Não,5.0,7.6,7.5,7.1,2.52,7.96875,8.125,6.895508333,2.0,-1.5999999999999996,-4.98,1
RA-444,2022,Fase 2,Nao_Informado,11,Masculino,Não,10.0,3.1,7.2,9.0,5.0,,7.778,6.665,0.0,0.0,0.0,0
RA-444,2023,Fase 3,Quartzo,11,Masculino,Não,10.0,4.7,7.9,0.0,5.0,6.40625,6.4575,5.958791667,1.6,0.7000000000000002,0.0,0
RA-444,2024,Fase 3,Quartzo,14,Masculino,Não,5.0,3.6666666666666665,6.377276524666667,8.334,2.51,6.25,5.96,5.410188638266668,-1.0333333333333337,-1.5227234753333336,-2.49,1
RA-445,2022,Fase 2,Nao_Informado,12,Masculino,Não,5.0,3.8,9.4,9.0,7.5,,7.5,6.924,0.0,0.0,0.0,1
RA-445,2023,Fase 2,Ametista,13,Masculino,Não,5.0,8.4,8.8,8.0,6.89,8.541666667,8.176666667,7.9087,4.6000000000000005,-0.5999999999999996,-0.6100000000000003,1
RA-445,2024,Fase 3,Ametista,14,Masculino,Não,10.0,4.0,8.715873016,7.917,7.51,7.8125,7.3725,7.3416246032,-4.4,-0.08412698400000096,0.6200000000000001,0
RA-446,2022,Fase 2,Nao_Informado,13,Feminino,Não,5.0,6.9,8.9,9.5,5.0,,7.889,7.367,0.0,0.0,0.0,1
RA-447,2022,Fase 2,Nao_Informado,10,Feminino,Não,10.0,3.5,7.0,0.0,7.5,,5.556,5.607,0.0,0.0,0.0,0
RA-448,2022,Fase 2,Nao_Informado,11,Feminino,Não,10.0,5.5,9.7,9.0,7.5,,8.111,7.972,0.0,0.0,0.0,0
RA-449,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,7.0,6.0,0.0,7.5,,8.111,6.143,0.0,0.0,0.0,1
RA-449,2023,Fase 3,Ametista,12,Feminino,Não,10.0,7.0,7.2,7.1,7.52,7.34375,6.8425,7.396508333,0.0,1.2000000000000002,0.019999999999999574,0
RA-45,2022,Fase 5,Nao_Informado,15,Feminino,Não,10.0,6.8,8.9,7.9,5.6,,7.417,7.591,0.0,0.0,0.0,0
RA-45,2023,Fase 6,Topázio,0,Feminino,Sim,10.0,7.9,9.6,7.1,6.26,8.28125,8.1725,8.303591667,1.1000000000000005,0.6999999999999993,0.6600000000000001,0
RA-45,2024,Fase 7,Topázio,17,Feminino,Sim,10.0,8.0,9.619047619,7.5,9.38,8.75,8.283333333,8.743476190400001,0.09999999999999964,0.019047619000000182,3.120000000000001,0
RA-450,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,7.5,9.1,10.0,7.5,,8.111,7.843,0.0,0.0,0.0,1
RA-450,2023,Fase 3,Agata,14,Masculino,Não,5.0,5.4,8.4,9.6,2.52,7.65625,7.9175,6.819625,-2.0999999999999996,-0.6999999999999993,-4.98,1
RA-450,2024,Fase 4,Ametista,15,Masculino,Não,5.0,7.5,8.954191033333332,8.751,5.63,7.8125,7.58,7.526188206666666,2.0999999999999996,0.554191033333332,3.11,1
RA-451,2022,Fase 2,Nao_Informado,13,Feminino,Não,5.0,6.1,6.0,9.0,6.3,,6.889,6.434,0.0,0.0,0.0,1
RA-451,2023,Fase 2,Topázio,14,Feminino,Não,5.0,8.9,9.5,8.5,4.39,9.375,9.896666667,8.386033333,2.8000000000000007,3.5,-1.9100000000000001,1
RA-452,2022,Fase 2,Nao_Informado,13,Feminino,Não,5.0,4.8,5.6,9.0,7.5,,7.167,6.287,0.0,0.0,0.0,1
RA-453,2022,Fase 2,Nao_Informado,13,Feminino,Não,5.0,8.8,8.7,9.0,7.5,,7.778,7.845,0.0,0.0,0.0,1
RA-454,2022,Fase 2,Nao_Informado,14,Masculino,Não,5.0,2.3,8.6,9.5,5.0,,5.444,5.561,0.0,0.0,0.0,1
RA-454,2023,Fase 3,Quartzo,15,Masculino,Não,5.0,2.6,7.5,0.0,5.0,4.6875,5.54,4.603416667,0.30000000000000027,-1.0999999999999996,0.0,1
RA-454,2024,Fase 4,Quartzo,17,Masculino,Não,5.0,3.6666666666666665,6.633138401666667,9.585,6.255,5.416666667,5.833333333,5.852294346966668,1.0666666666666664,-0.8668615983333332,1.255,1
RA-455,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,6.3,7.9,7.0,7.5,,7.278,6.876,0.0,0.0,0.0,1
RA-455,2024,Fase 3,Ametista,14,Feminino,Não,10.0,4.5,6.111111111,8.751,8.13,8.333333333,7.276666667,7.098988888900001,-1.7999999999999998,-1.7888888890000008,0.6300000000000008,0
RA-456,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,7.3,8.2,6.4,6.3,,8.389,7.193,0.0,0.0,0.0,1
RA-456,2023,Fase 2,Ametista,12,Feminino,Não,5.0,9.9,8.3,0.0,4.39,9.583333333,9.953333333,7.518,2.6000000000000005,0.10000000000000142,-1.9100000000000001,1
RA-456,2024,Fase 3,Topázio,13,Feminino,Não,10.0,6.5,9.382456140333334,7.083,7.51,9.166666667,8.893333333,8.331124561366668,-3.4000000000000004,1.082456140333333,3.12,0
RA-457,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,8.5,8.8,8.0,7.5,,7.667,7.68,0.0,0.0,0.0,1
RA-457,2023,Fase 3,Topázio,13,Feminino,Não,10.0,8.1,8.6,7.5,7.52,8.125,8.045,8.256833333,-0.40000000000000036,-0.20000000000000107,0.019999999999999574,0
RA-457,2024,Fase 4,Topázio,14,Feminino,Não,10.0,8.666666666666666,8.743961352333335,8.334,7.51,9.6875,7.77,8.5892756038,0.5666666666666664,0.14396135233333496,-0.009999999999999787,0
RA-458,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,5.6,7.7,8.0,7.5,,5.833,6.512,0.0,0.0,0.0,1
RA-458,2023,Fase 3,Agata,0,Masculino,Não,5.0,3.8,6.9,9.6,7.52,7.1875,6.2475,6.312083333,-1.7999999999999998,-0.7999999999999998,0.019999999999999574,1
RA-458,2024,Fase 3,Quartzo,15,Masculino,Não,5.0,4.0,3.739682539666666,8.751,6.88,7.03125,6.83,5.680161507933333,0.20000000000000018,-3.160317460333334,-0.6399999999999997,1
RA-459,2022,Fase 2,Nao_Informado,12,Masculino,Não,5.0,7.3,9.1,7.0,8.1,,7.222,7.28,0.0,0.0,0.0,1
RA-459,2023,Fase 3,Topázio,13,Masculino,Não,10.0,8.3,9.3,6.7,7.52,7.1875,7.88,8.240016667,1.0000000000000009,0.20000000000000107,-0.5800000000000001,0
RA-459,2024,Fase 4,Ametista,14,Masculino,Não,10.0,4.666666666666667,8.454106280333333,7.917,5.635,7.8125,7.366,7.233804589400001,-3.6333333333333337,-0.8458937196666678,-1.8849999999999998,0
RA-46,2022,Fase 5,Nao_Informado,17,Feminino,Não,5.0,2.1,8.4,8.8,6.3,,7.083,6.048,0.0,0.0,0.0,1
RA-46,2023,Fase 5,Quartzo,18,Feminino,Não,2.5,4.4,7.4,7.1,2.52,6.5625,6.6275,5.545383333,2.3000000000000003,-1.0,-3.78,1
RA-460,2022,Fase 2,Nao_Informado,12,Masculino,Não,5.0,3.3,8.1,6.8,7.5,,5.056,5.711,0.0,0.0,0.0,1
RA-461,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,3.8,6.7,0.0,7.5,,7.222,5.451,0.0,0.0,0.0,1
RA-461,2023,Fase 2,Ametista,12,Feminino,Não,5.0,7.4,7.9,7.3,3.77,8.541666667,8.616666667,7.2379,3.6000000000000005,1.2000000000000002,-3.73,1
RA-461,2024,Fase 3,Ametista,13,Feminino,Não,10.0,4.5,9.182446312,8.751,7.51,7.708333333,7.056666667,7.5447559291,-2.9000000000000004,1.2824463119999994,3.7399999999999998,0
RA-462,2022,Fase 2,Nao_Informado,14,Masculino,Não,5.0,3.6,8.5,10.0,7.5,,6.778,6.626,0.0,0.0,0.0,1
RA-462,2023,Fase 3,Agata,0,Feminino,Não,5.0,2.7,8.1,10.0,5.0,7.5,6.5825,6.2267,-0.8999999999999999,-0.40000000000000036,-2.5,1
RA-463,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,2.5,7.8,10.0,7.5,,7.389,6.41,0.0,0.0,0.0,1
RA-463,2023,Fase 3,Agata,13,Feminino,Não,10.0,4.0,5.4,9.2,2.52,7.8125,7.795,6.382383333,1.5,-2.3999999999999995,-4.98,0
RA-464,2022,Fase 2,Nao_Informado,13,Feminino,Não,5.0,4.8,8.0,7.5,7.5,,7.722,6.745,0.0,0.0,0.0,1
RA-464,2023,Fase 3,Agata,0,Feminino,Não,5.0,3.0,7.7,9.2,2.52,7.96875,7.38,6.081675,-1.7999999999999998,-0.2999999999999998,-4.98,1
RA-464,2024,Fase 3,Agata,15,Feminino,Não,5.0,4.333333333333333,7.851461988333334,9.168,8.76,7.1875,7.1175,6.872009064333334,1.333333333333333,0.15146198833333369,6.24,1
RA-465,2022,Fase 2,Nao_Informado,11,Masculino,Não,10.0,7.8,7.9,8.0,7.5,,8.444,8.012,0.0,0.0,0.0,0
RA-465,2023,Fase 3,Topázio,0,Masculino,Não,10.0,8.5,9.4,7.5,2.52,7.96875,8.17,8.012875,0.7000000000000002,1.5,-4.98,0
RA-466,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,3.3,9.7,8.5,7.5,,7.556,6.826,0.0,0.0,0.0,1
RA-466,2023,Fase 2,Agata,14,Masculino,Não,5.0,4.5,7.6,9.5,6.89,6.25,7.056666667,6.595533333,1.2000000000000002,-2.0999999999999996,-0.6100000000000003,1
RA-466,2024,Fase 3,Agata,15,Masculino,Não,5.0,4.0,7.223245614,8.751,8.76,7.5,7.665,6.778749122800001,-0.5,-0.376754386,1.87,1
RA-467,2022,Fase 2,Nao_Informado,13,Feminino,Não,5.0,5.5,8.4,5.8,5.0,,7.111,6.38,0.0,0.0,0.0,1
RA-467,2023,Fase 3,Agata,0,Feminino,Não,5.0,5.2,9.2,6.3,3.14,7.1875,7.5425,6.552916667,-0.2999999999999998,0.7999999999999989,-1.8599999999999999,1
RA-467,2024,Fase 4,Ametista,15,Feminino,Não,10.0,6.833333333333333,9.140350877333333,7.917,5.01,7.34375,7.54,7.729811842133333,1.6333333333333329,-0.05964912266666644,1.8699999999999997,0
RA-468,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,4.1,6.7,9.5,7.5,,6.722,6.313,0.0,0.0,0.0,1
RA-468,2023,Fase 3,Quartzo,0,Masculino,Não,5.0,3.4,6.0,8.3,6.27,7.34375,6.715,5.911108333,-0.6999999999999997,-0.7000000000000002,-1.2300000000000004,1
RA-469,2022,Fase 2,Nao_Informado,11,Feminino,Não,10.0,5.7,9.6,9.0,5.0,,7.833,7.624,0.0,0.0,0.0,0
RA-469,2023,Fase 2,Ametista,0,Feminino,Não,5.0,7.8,9.3,7.5,2.52,7.916666667,8.843333333,7.482533333,2.0999999999999996,-0.29999999999999893,-2.48,1
RA-469,2024,Fase 3,Ametista,13,Feminino,Não,10.0,5.0,9.498366013,9.168,7.51,7.291666667,6.94,7.684639869300001,-2.8,0.19836601299999934,4.99,0
RA-47,2022,Fase 5,Nao_Informado,17,Feminino,Não,5.0,2.1,6.3,7.9,7.5,,7.042,5.677,0.0,0.0,0.0,1
RA-470,2022,Fase 2,Nao_Informado,13,Feminino,Não,5.0,6.3,9.7,8.0,7.5,,7.5,7.378,0.0,0.0,0.0,1
RA-470,2023,Fase 3,Agata,14,Feminino,Não,5.0,4.9,9.2,8.8,5.0,7.5,7.71,6.993766667,-1.3999999999999995,-0.5,-2.5,1
RA-470,2024,Fase 4,Agata,15,Feminino,Não,10.0,3.333333333333333,8.011695906666667,9.585,7.51,7.03125,6.4975,6.981130848,-1.5666666666666673,-1.1883040933333326,2.51,0
RA-471,2022,Fase 2,Nao_Informado,13,Feminino,Não,5.0,6.3,8.5,3.5,5.0,,8.056,6.535,0.0,0.0,0.0,1
RA-471,2023,Fase 3,Agata,0,Feminino,Não,10.0,5.0,9.0,0.0,6.27,7.96875,8.125,6.855541667,-1.2999999999999998,0.5,1.2699999999999996,0
RA-471,2024,Fase 4,Agata,14,Feminino,Não,10.0,5.5,7.027568922333333,0.0,7.51,7.708333333,8.0425,6.635847117766667,0.5,-1.9724310776666671,1.2400000000000002,0
RA-472,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,2.0,7.0,9.0,7.5,,7.056,5.93,0.0,0.0,0.0,1
RA-472,2023,Fase 2,Agata,0,Feminino,Não,5.0,5.5,7.1,5.1,7.52,7.708333333,8.223333333,6.6858,3.5,0.09999999999999964,0.019999999999999574,1
RA-472,2024,Fase 2,Agata,14,Feminino,Não,5.0,6.25,7.48447205,7.502,7.51,6.25,6.333333333,6.6397610766,0.75,0.3844720500000003,-0.009999999999999787,1
RA-473,2022,Fase 2,Nao_Informado,12,Masculino,Não,5.0,4.3,6.1,8.0,7.5,,5.889,5.915,0.0,0.0,0.0,1
RA-474,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,3.0,9.1,9.5,7.5,,6.0,6.446,0.0,0.0,0.0,1
RA-474,2023,Fase 3,Quartzo,14,Masculino,Não,5.0,3.3,7.8,0.0,5.0,7.1875,6.7575,5.283583333,0.2999999999999998,-1.2999999999999998,-2.5,1
RA-474,2024,Fase 3,Agata,15,Masculino,Não,5.0,3.0,5.818518518666667,9.168,7.51,7.1875,6.8725,6.024753703733333,-0.2999999999999998,-1.9814814813333328,2.51,1
RA-475,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,5.8,9.2,8.5,7.5,,7.667,7.199,0.0,0.0,0.0,1
RA-476,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,5.5,9.3,9.0,4.4,,7.556,6.931,0.0,0.0,0.0,1
RA-476,2023,Fase 3,Agata,13,Feminino,Não,10.0,4.1,7.0,7.9,2.52,7.34375,7.505,6.492408333,-1.4000000000000004,-2.3000000000000007,-1.8800000000000003,0
RA-476,2024,Fase 3,Agata,14,Feminino,Não,10.0,4.5,6.5964912280000005,7.917,7.51,6.25,6.745,6.7359982456,0.40000000000000036,-0.40350877199999946,4.99,0
RA-477,2022,Fase 2,Nao_Informado,13,Masculino,Não,5.0,0.7,5.0,0.0,5.6,,4.5,3.633,0.0,0.0,0.0,1
RA-478,2022,Fase 2,Nao_Informado,12,Feminino,Não,5.0,4.9,9.1,8.5,5.6,,7.056,6.709,0.0,0.0,0.0,1
RA-478,2023,Fase 3,Agata,12,Feminino,Não,10.0,4.4,7.3,6.7,2.52,7.1875,7.2975,6.443616667,-0.5,-1.7999999999999998,-3.0799999999999996,0
RA-479,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,9.8,9.2,8.0,7.5,,9.5,8.465,0.0,0.0,0.0,1
RA-479,2023,Fase 2,Topázio,0,Masculino,Sim,10.0,9.7,10.0,9.0,2.52,9.791666667,9.6375,8.988866667,-0.10000000000000142,0.8000000000000007,-4.98,0
RA-479,2024,Fase 3,Topázio,12,Masculino,Sim,10.0,9.666666666666666,9.866666666666667,9.168,2.51,9.375,9.45,8.901966666666668,-0.033333333333333215,-0.13333333333333286,-0.010000000000000231,0
RA-48,2022,Fase 5,Nao_Informado,15,Feminino,Não,10.0,8.1,8.4,6.7,7.5,,8.5,8.006,0.0,0.0,0.0,0
RA-48,2023,Fase 6,Ametista,16,Feminino,Sim,10.0,7.7,8.4,6.7,6.26,7.65625,7.6275,7.797058333,-0.39999999999999947,0.0,-1.2400000000000002,0
