ra,ano,fase,pedra,idade_unificada,genero,bolsa,ian,ida,ieg,iaa,ips,ipp,ipv,inde,delta_ida,delta_ieg,delta_ips,risco_defasagem
RA-48,2024,Fase 7,Topázio,17,Feminino,Sim,10.0,7.5,8.339076859,7.917,9.375,8.59375,8.23,8.402390371800001,-0.20000000000000018,-0.06092314099999996,3.115,0
RA-480,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,6.3,8.8,9.0,7.5,,8.444,7.502,0.0,0.0,0.0,1
RA-480,2023,Fase 1,Topázio,11,Feminino,Não,5.0,7.9,9.7,10.0,7.52,7.96875,8.336666667,8.226408333,1.6000000000000005,0.8999999999999986,0.019999999999999574,1
RA-480,2024,Fase 2,Ametista,12,Feminino,Não,10.0,5.0,8.0714285715,6.25,7.51,7.8125,7.443333333,7.260202380900001,-2.9000000000000004,-1.628571428499999,-0.009999999999999787,0
RA-481,2022,Fase 1,Nao_Informado,9,Masculino,Não,10.0,5.2,8.0,9.0,7.5,,6.889,7.21,0.0,0.0,0.0,0
RA-482,2022,Fase 1,Nao_Informado,11,Masculino,Não,5.0,5.5,7.9,10.0,7.5,,6.833,6.866,0.0,0.0,0.0,1
RA-483,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,2.4,4.8,9.0,5.0,,6.833,5.263,0.0,0.0,0.0,1
RA-483,2023,Fase 1,Agata,12,Feminino,Não,5.0,5.6,6.0,9.0,2.52,7.916666667,8.166666667,6.3972,3.1999999999999997,1.2000000000000002,-2.48,1
RA-483,2024,Fase 2,Agata,13,Feminino,Não,5.0,5.25,5.6428571430000005,8.502,6.26,8.125,8.056666667,6.578604762,-0.34999999999999964,-0.3571428569999995,3.7399999999999998,1
RA-484,2022,Fase 1,Nao_Informado,11,Masculino,Não,5.0,6.5,8.7,9.5,5.0,,6.389,6.71,0.0,0.0,0.0,1
RA-484,2023,Fase 2,Quartzo,12,Masculino,Não,5.0,3.6,7.5,6.4,2.52,5.416666667,6.8,5.515466667,-2.9,-1.1999999999999993,-2.48,1
RA-484,2024,Fase 3,Quartzo,13,Masculino,Não,10.0,0.0,3.9141382866666663,8.334,2.51,3.4375,3.1225,3.8354776573333336,-3.6,-3.5858617133333337,-0.010000000000000231,0
RA-485,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,1.2,4.0,9.5,7.5,,5.444,4.742,0.0,0.0,0.0,1
RA-486,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,7.3,9.9,10.0,7.5,,7.222,7.621,0.0,0.0,0.0,1
RA-486,2023,Fase 2,Ametista,11,Feminino,Sim,10.0,6.2,6.4,8.4,2.52,7.5,8.7525,7.1043,-1.0999999999999996,-3.5,-4.98,0
RA-487,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,9.6,9.7,7.5,7.5,,9.333,8.417,0.0,0.0,0.0,1
RA-487,2023,Fase 2,Topázio,11,Feminino,Sim,10.0,9.5,9.9,8.5,5.0,9.166666667,9.26,8.988866667,-0.09999999999999964,0.20000000000000107,-2.5,0
RA-487,2024,Fase 3,Topázio,12,Feminino,Sim,10.0,9.666666666666666,9.441269841333334,9.168,9.38,9.0625,9.1725,9.4171373016,0.16666666666666607,-0.45873015866666655,4.380000000000001,0
RA-488,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,7.3,8.8,8.5,7.5,,7.722,7.413,0.0,0.0,0.0,1
RA-489,2022,Fase 1,Nao_Informado,9,Feminino,Não,10.0,0.0,7.2,9.0,7.5,,6.5,5.853,0.0,0.0,0.0,0
RA-49,2022,Fase 5,Nao_Informado,17,Feminino,Não,5.0,3.9,7.4,7.5,7.5,,7.042,6.304,0.0,0.0,0.0,1
RA-490,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,7.7,8.2,7.9,7.5,,8.722,7.576,0.0,0.0,0.0,1
RA-490,2023,Fase 2,Ametista,0,Feminino,Sim,10.0,5.8,7.9,7.9,2.52,8.541666667,9.0075,7.429466667,-1.9000000000000004,-0.29999999999999893,-4.98,0
RA-490,2024,Fase 3,Ametista,12,Feminino,Sim,10.0,6.166666666666667,5.5110047846666665,9.168,8.755,7.8125,7.295,7.368084290266667,0.36666666666666714,-2.388995215333334,6.235000000000001,0
RA-491,2022,Fase 1,Nao_Informado,11,Masculino,Não,5.0,7.0,9.7,7.5,7.5,,7.722,7.461,0.0,0.0,0.0,1
RA-491,2023,Fase 2,Ametista,0,Masculino,Não,10.0,5.0,9.6,9.5,2.52,7.708333333,8.3375,7.560533333,-2.0,-0.09999999999999964,-4.98,0
RA-491,2024,Fase 2,Agata,12,Masculino,Não,5.0,5.25,9.011904762,7.502,7.51,7.083333333,7.166666667,6.995247619100001,0.25,-0.5880952379999993,4.99,1
RA-492,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,7.1,8.8,10.0,7.5,,8.278,7.678,0.0,0.0,0.0,1
RA-493,2022,Fase 1,Nao_Informado,9,Feminino,Não,10.0,7.2,9.4,10.0,7.5,,8.278,8.306,0.0,0.0,0.0,0
RA-493,2023,Fase 2,Ametista,10,Feminino,Não,10.0,6.0,9.6,9.5,2.52,8.541666667,8.84,7.934366667,-1.2000000000000002,0.1999999999999993,-4.98,0
RA-493,2024,Fase 3,Ametista,11,Feminino,Não,10.0,3.1666666666666665,8.933333333333334,10.0,10.0,7.03125,6.705,7.464325,-2.8333333333333335,-0.6666666666666661,7.48,0
RA-494,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,5.8,8.3,6.4,5.0,,6.944,6.407,0.0,0.0,0.0,1
RA-494,2023,Fase 2,Ametista,12,Feminino,Sim,5.0,6.8,9.0,6.9,2.52,7.708333333,8.71,7.116633333,1.0,0.6999999999999993,-2.48,1
RA-494,2024,Fase 3,Ametista,13,Feminino,Sim,10.0,6.333333333333333,7.329323308333333,7.5,8.755,7.8125,8.915,7.922281328333334,-0.4666666666666668,-1.6706766916666673,6.235000000000001,0
RA-495,2022,Fase 1,Nao_Informado,11,Masculino,Não,5.0,8.4,8.9,9.0,7.5,,8.056,7.857,0.0,0.0,0.0,1
RA-495,2023,Fase 2,Ametista,0,Masculino,Sim,5.0,7.4,8.4,9.0,2.52,8.541666667,8.755,7.417366667,-1.0,-0.5,-4.98,1
RA-496,2022,Fase 1,Nao_Informado,11,Masculino,Não,5.0,5.7,6.8,8.5,7.5,,7.556,6.683,0.0,0.0,0.0,1
RA-496,2023,Fase 2,Agata,0,Masculino,Sim,5.0,8.3,7.1,0.0,5.0,7.916666667,8.71,6.603666667,2.6000000000000005,0.2999999999999998,-2.5,1
RA-496,2024,Fase 3,Agata,13,Masculino,Sim,10.0,5.666666666666667,5.315995871999999,10.0,6.255,6.71875,6.1625,6.726607507733334,-2.6333333333333337,-1.7840041280000003,1.255,0
RA-497,2022,Fase 1,Nao_Informado,13,Feminino,Não,5.0,5.1,9.2,6.9,5.0,,5.833,6.323,0.0,0.0,0.0,1
RA-497,2023,Fase 2,Quartzo,0,Feminino,Sim,5.0,3.5,8.7,5.3,2.52,6.25,6.885,5.7191,-1.5999999999999996,-0.5,-2.48,1
RA-497,2024,Fase 2,Quartzo,15,Feminino,Sim,5.0,1.0,6.095238095,7.502,5.63,5.625,3.506666667,4.4960809524,-2.5,-2.6047619049999993,3.11,1
RA-498,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,8.8,8.8,8.5,7.5,,7.556,7.7,0.0,0.0,0.0,1
RA-499,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,8.2,10.0,8.5,7.5,,7.444,7.826,0.0,0.0,0.0,1
RA-499,2023,Fase 2,Ametista,11,Masculino,Não,10.0,6.6,10.0,7.9,2.52,8.75,8.2975,7.8883,-1.5999999999999996,0.0,-4.98,0
RA-499,2024,Fase 2,Ametista,12,Masculino,Não,10.0,4.75,9.0476190475,8.502,7.51,7.1875,7.5,7.5794738095,-1.8499999999999996,-0.9523809525000004,4.99,0
RA-5,2022,Fase 7,Nao_Informado,17,Feminino,Não,10.0,5.2,8.6,7.9,5.6,,7.389,7.427,0.0,0.0,0.0,0
RA-50,2022,Fase 5,Nao_Informado,18,Feminino,Não,2.5,7.8,8.4,7.5,7.5,,7.542,7.138,0.0,0.0,0.0,1
RA-500,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,9.5,10.0,9.0,7.5,,7.889,8.232,0.0,0.0,0.0,1
RA-500,2023,Fase 2,Topázio,11,Feminino,Não,10.0,7.9,10.0,9.5,2.52,8.958333333,8.7975,8.427533333,-1.5999999999999996,0.0,-4.98,0
RA-500,2024,Fase 3,Topázio,12,Feminino,Sim,10.0,6.666666666666667,10.0,9.585,2.51,8.59375,8.3775,8.077708333333334,-1.2333333333333334,0.0,-0.010000000000000231,0
RA-501,2022,Fase 1,Nao_Informado,9,Masculino,Não,10.0,6.8,8.8,8.5,7.5,,7.333,7.794,0.0,0.0,0.0,0
RA-501,2023,Fase 1,Topázio,10,Masculino,Não,5.0,8.9,8.4,7.0,7.52,8.541666667,9.396666667,8.1357,2.1000000000000005,-0.40000000000000036,0.019999999999999574,1
RA-501,2024,Fase 2,Topázio,11,Masculino,Sim,10.0,8.75,7.9949874685,7.002,7.51,8.4375,8.17,8.2779474937,-0.15000000000000036,-0.4050125315000006,-0.009999999999999787,0
RA-502,2022,Fase 1,Nao_Informado,8,Feminino,Não,10.0,7.4,9.7,9.5,7.5,,7.778,8.287,0.0,0.0,0.0,0
RA-502,2023,Fase 1,Topázio,9,Feminino,Sim,10.0,8.0,9.8,8.5,7.52,7.96875,8.95,8.749075,0.5999999999999996,0.10000000000000142,0.019999999999999574,0
RA-502,2024,Fase 2,Topázio,10,Feminino,Sim,10.0,8.0,9.761904762,9.002,3.755,9.0625,8.84,8.5023309524,0.0,-0.038095238000000364,-3.7649999999999997,0
RA-503,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,8.8,10.0,8.5,7.5,,7.5,7.95,0.0,0.0,0.0,1
RA-503,2023,Fase 2,Topázio,0,Masculino,Não,10.0,8.7,10.0,9.5,2.52,8.75,8.255,8.4682,-0.10000000000000142,0.0,-4.98,0
RA-503,2024,Fase 3,Topázio,12,Masculino,Não,10.0,7.666666666666667,9.824561403666666,9.585,7.51,7.8125,7.7925,8.547495614066667,-1.0333333333333323,-0.17543859633333447,4.99,0
RA-504,2022,Fase 1,Nao_Informado,9,Feminino,Não,10.0,8.0,8.9,8.5,7.5,,7.556,8.072,0.0,0.0,0.0,0
RA-504,2023,Fase 1,Topázio,9,Feminino,Não,10.0,7.9,8.3,8.0,7.52,7.5,8.836666667,8.299533333,-0.09999999999999964,-0.5999999999999996,0.019999999999999574,0
RA-505,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,8.4,8.0,9.5,7.5,,7.556,7.591,0.0,0.0,0.0,1
RA-506,2022,Fase 1,Nao_Informado,12,Masculino,Não,5.0,7.2,7.3,9.5,7.5,,7.278,7.132,0.0,0.0,0.0,1
RA-506,2023,Fase 2,Ametista,13,Masculino,Não,5.0,8.5,8.1,9.5,5.0,8.958333333,7.92,7.750033333,1.2999999999999998,0.7999999999999998,-2.5,1
RA-507,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,7.4,10.0,8.5,7.5,,7.222,7.653,0.0,0.0,0.0,1
RA-508,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,4.5,7.4,8.0,7.5,,7.556,6.575,0.0,0.0,0.0,1
RA-508,2023,Fase 2,Ametista,10,Masculino,Não,10.0,7.5,8.6,6.4,2.52,8.333333333,8.6725,7.671633333,3.0,1.1999999999999993,-4.98,0
RA-508,2024,Fase 3,Agata,12,Masculino,Não,10.0,4.666666666666667,5.567251461999999,7.083,7.51,7.65625,7.5,6.771708625733333,-2.833333333333333,-3.0327485380000008,4.99,0
RA-509,2022,Fase 1,Nao_Informado,12,Feminino,Não,5.0,9.2,8.2,9.0,7.5,,7.833,7.808,0.0,0.0,0.0,1
RA-509,2023,Fase 2,Ametista,12,Feminino,Não,5.0,8.6,8.1,8.5,2.52,8.958333333,8.84,7.606033333,-0.5999999999999996,-0.09999999999999964,-4.98,1
RA-509,2024,Fase 3,Agata,13,Feminino,Não,10.0,6.0,6.363636363666667,9.168,2.51,8.28125,7.2475,6.918152272733334,-2.5999999999999996,-1.7363636363333326,-0.010000000000000231,0
RA-51,2022,Fase 5,Nao_Informado,17,Feminino,Não,5.0,5.0,7.6,8.8,7.5,,6.5,6.488,0.0,0.0,0.0,1
RA-510,2022,Fase 1,Nao_Informado,12,Masculino,Não,5.0,7.1,9.3,8.0,7.5,,7.056,7.336,0.0,0.0,0.0,1
RA-511,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,5.3,10.0,8.0,7.5,,7.056,7.094,0.0,0.0,0.0,1
RA-512,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,6.2,9.3,9.0,7.5,,7.722,7.365,0.0,0.0,0.0,1
RA-513,2022,Fase 1,Nao_Informado,9,Masculino,Não,10.0,8.3,9.6,9.0,5.6,,7.778,8.229,0.0,0.0,0.0,0
RA-513,2023,Fase 2,Topázio,10,Masculino,Sim,10.0,7.5,9.7,9.5,2.52,8.541666667,9.0075,8.297866667,-0.8000000000000007,0.09999999999999964,-3.0799999999999996,0
RA-513,2024,Fase 3,Topázio,11,Masculino,Sim,10.0,7.666666666666667,8.831746031666666,10.0,8.135,9.0625,8.545,8.728632539666668,0.16666666666666696,-0.8682539683333328,5.615,0
RA-514,2022,Fase 1,Nao_Informado,9,Feminino,Não,10.0,4.8,9.7,8.0,7.5,,5.889,7.039,0.0,0.0,0.0,0
RA-514,2023,Fase 1,Quartzo,0,Feminino,Não,5.0,5.5,7.5,7.9,2.52,5.0,5.896666667,5.823133333,0.7000000000000002,-2.1999999999999993,-4.98,1
RA-514,2024,Fase 2,Agata,11,Feminino,Não,10.0,3.0,7.595238095,9.002,4.385,5.625,5.996666667,6.219580952400001,-2.5,0.09523809500000002,1.8649999999999998,0
RA-515,2022,Fase 1,Nao_Informado,12,Masculino,Não,5.0,5.8,6.3,8.0,7.5,,7.556,6.582,0.0,0.0,0.0,1
RA-516,2022,Fase 1,Nao_Informado,9,Masculino,Não,10.0,9.9,9.7,10.0,7.5,,8.056,8.903,0.0,0.0,0.0,0
RA-516,2023,Fase 2,Topázio,10,Masculino,Sim,10.0,9.3,9.8,10.0,2.52,8.75,8.7175,8.6807,-0.5999999999999996,0.10000000000000142,-4.98,0
RA-516,2024,Fase 3,Topázio,11,Masculino,Sim,10.0,8.833333333333334,10.0,10.0,2.51,8.541666667,7.56,8.384033333366668,-0.4666666666666668,0.1999999999999993,-0.010000000000000231,0
RA-517,2022,Fase 1,Nao_Informado,12,Feminino,Não,5.0,7.7,9.5,6.9,7.5,,7.833,7.604,0.0,0.0,0.0,1
RA-517,2023,Fase 2,Agata,13,Feminino,Não,5.0,6.6,9.0,4.1,2.52,6.875,6.7125,6.3104,-1.1000000000000005,-0.5,-4.98,1
RA-517,2024,Fase 3,Quartzo,14,Feminino,Não,10.0,5.0,5.266499582333334,7.5,2.51,6.041666667,6.11,5.880466583166668,-1.5999999999999996,-3.733500417666666,-0.010000000000000231,0
RA-518,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,7.5,9.4,9.0,7.5,,7.5,7.661,0.0,0.0,0.0,1
RA-518,2023,Fase 2,Ametista,11,Masculino,Não,10.0,6.7,8.5,8.5,5.0,8.125,6.9175,7.5762,-0.7999999999999998,-0.9000000000000004,-2.5,0
RA-518,2024,Fase 3,Agata,12,Masculino,Não,10.0,4.0,6.830075188,8.334,2.51,7.083333333,6.94,6.3467483709,-2.7,-1.6699248119999996,-2.49,0
RA-519,2022,Fase 1,Nao_Informado,9,Masculino,Não,10.0,7.5,9.6,7.4,7.5,,7.333,8.0,0.0,0.0,0.0,0
RA-519,2023,Fase 1,Topázio,10,Masculino,Não,5.0,7.4,9.9,9.0,7.52,7.708333333,8.223333333,8.0177,-0.09999999999999964,0.3000000000000007,0.019999999999999574,1
RA-52,2022,Fase 5,Nao_Informado,13,Masculino,Não,10.0,6.2,8.9,9.6,7.5,,7.5,7.861,0.0,0.0,0.0,0
RA-52,2023,Fase 5,Ametista,0,Masculino,Sim,10.0,6.4,9.8,10.0,2.52,8.125,8.2975,7.9642,0.20000000000000018,0.9000000000000004,-4.98,0
RA-52,2024,Fase 7,Topázio,15,Masculino,Sim,10.0,7.216666666666666,9.437666667,8.751,6.885,7.5,7.5,8.144466666733333,0.8166666666666655,-0.3623333330000005,4.365,0
RA-520,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,6.8,6.8,10.0,7.5,,7.278,7.035,0.0,0.0,0.0,1
RA-521,2022,Fase 1,Nao_Informado,9,Masculino,Não,10.0,6.0,10.0,9.0,5.0,,7.5,7.725,0.0,0.0,0.0,0
RA-521,2023,Fase 1,Agata,0,Masculino,Não,5.0,7.9,9.9,0.0,3.77,7.083333333,8.166666667,6.768666667,1.9000000000000004,-0.09999999999999964,-1.23,1
RA-521,2024,Fase 2,Ametista,11,Masculino,Sim,10.0,6.25,9.0357142855,8.002,5.005,6.666666667,7.276666667,7.479842857199999,-1.6500000000000004,-0.8642857145000011,1.2349999999999999,0
RA-522,2022,Fase 1,Nao_Informado,9,Masculino,Não,10.0,7.5,9.1,9.5,7.5,,8.167,8.306,0.0,0.0,0.0,0
RA-522,2023,Fase 1,Ametista,0,Masculino,Não,5.0,8.3,9.2,7.5,7.52,7.083333333,8.45,7.890533333,0.8000000000000007,0.09999999999999964,0.019999999999999574,1
RA-522,2024,Fase 2,Topázio,11,Masculino,Não,10.0,9.0,9.523809524,8.002,7.51,8.4375,7.89,8.6777119048,0.6999999999999993,0.3238095240000014,-0.009999999999999787,0
RA-523,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,6.5,9.5,10.0,7.5,,7.556,7.591,0.0,0.0,0.0,1
RA-524,2022,Fase 1,Nao_Informado,11,Masculino,Não,5.0,9.1,9.4,0.0,5.0,,8.056,6.947,0.0,0.0,0.0,1
RA-524,2023,Fase 2,Ametista,0,Masculino,Não,5.0,8.9,9.2,6.4,2.52,8.333333333,7.42,7.331133333,-0.1999999999999993,-0.20000000000000107,-2.48,1
RA-524,2024,Fase 3,Ametista,13,Masculino,Não,10.0,8.666666666666666,5.111779448666667,7.083,2.51,8.333333333,7.39,7.026322556366667,-0.23333333333333428,-4.0882205513333325,-0.010000000000000231,0
RA-525,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,8.6,9.3,9.0,7.5,,8.167,8.013,0.0,0.0,0.0,1
RA-525,2023,Fase 2,Ametista,0,Feminino,Não,5.0,9.2,8.6,8.0,2.52,8.958333333,9.566666667,7.911366667,0.5999999999999996,-0.7000000000000011,-4.98,1
RA-526,2022,Fase 1,Nao_Informado,12,Masculino,Não,5.0,8.0,9.9,10.0,7.5,,8.167,8.079,0.0,0.0,0.0,1
RA-526,2023,Fase 2,Topázio,0,Masculino,Não,5.0,8.8,9.8,9.5,5.0,8.75,7.7525,8.0957,0.8000000000000007,-0.09999999999999964,-2.5,1
RA-526,2024,Fase 3,Ametista,14,Masculino,Não,5.0,7.333333333333333,9.382456140333334,9.585,8.13,7.291666667,7.496666667,7.843157894833334,-1.4666666666666677,-0.41754385966666696,3.130000000000001,1
RA-527,2022,Fase 1,Nao_Informado,9,Feminino,Não,10.0,6.5,10.0,8.5,7.5,,7.5,8.025,0.0,0.0,0.0,0
RA-527,2023,Fase 1,Ametista,0,Feminino,Não,5.0,6.5,9.1,9.0,7.52,7.5,7.78,7.5682,0.0,-0.9000000000000004,0.019999999999999574,1
RA-527,2024,Fase 2,Topázio,11,Feminino,Não,10.0,6.0,10.0,9.002,7.51,8.125,7.383333333,8.1403666666,-0.5,0.9000000000000004,-0.009999999999999787,0
RA-528,2022,Fase 1,Nao_Informado,11,Masculino,Não,5.0,4.0,6.2,0.0,7.5,,6.944,5.335,0.0,0.0,0.0,1
RA-528,2023,Fase 2,Ametista,0,Masculino,Não,5.0,8.2,8.5,9.0,5.0,8.75,7.92,7.6892,4.199999999999999,2.3,-2.5,1
RA-528,2024,Fase 3,Ametista,13,Masculino,Não,10.0,6.666666666666667,5.793483709333334,9.168,7.51,7.291666667,6.936666667,7.276330075300001,-1.5333333333333323,-2.7065162906666664,2.51,0
RA-529,2022,Fase 1,Nao_Informado,12,Masculino,Não,5.0,5.2,8.9,8.5,5.0,,6.556,6.51,0.0,0.0,0.0,1
RA-529,2023,Fase 1,Ametista,0,Masculino,Não,5.0,6.8,9.6,8.0,7.52,5.78125,6.893333333,7.278991667,1.5999999999999996,0.6999999999999993,2.5199999999999996,1
RA-529,2024,Fase 2,Quartzo,14,Masculino,Não,5.0,4.25,6.607142857,7.002,4.38,4.791666667,4.886666667,5.2661285715,-2.55,-2.9928571429999993,-3.1399999999999997,1
RA-53,2022,Fase 5,Nao_Informado,17,Masculino,Não,5.0,7.0,7.0,9.2,7.5,,6.458,6.725,0.0,0.0,0.0,1
RA-53,2023,Fase 6,Ametista,18,Masculino,Não,5.0,7.7,9.1,9.2,5.63,7.5,7.5875,7.600633333,0.7000000000000002,2.0999999999999996,-1.87,1
RA-530,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,8.9,9.0,10.0,7.5,,9.056,8.338,0.0,0.0,0.0,1
RA-530,2023,Fase 2,Ametista,11,Masculino,Não,10.0,5.7,8.8,10.0,5.0,7.708333333,7.46,7.653033333,-3.2,-0.1999999999999993,-2.5,0
RA-530,2024,Fase 3,Ametista,12,Masculino,Não,10.0,4.5,6.468838763666667,8.751,9.38,7.083333333,7.496666667,7.214534419433333,-1.2000000000000002,-2.331161236333334,4.380000000000001,0
RA-531,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,7.8,9.8,9.5,7.5,,8.167,8.057,0.0,0.0,0.0,1
RA-531,2023,Fase 2,Topázio,11,Masculino,Não,10.0,7.7,10.0,9.5,2.52,8.75,8.59,8.3252,-0.09999999999999964,0.1999999999999993,-4.98,0
RA-531,2024,Fase 3,Ametista,12,Masculino,Não,10.0,6.666666666666667,9.803921568666668,9.168,4.38,7.96875,7.335,7.912792647066666,-1.0333333333333332,-0.1960784313333317,1.8599999999999999,0
RA-532,2022,Fase 1,Nao_Informado,9,Feminino,Não,10.0,5.5,9.7,9.5,7.5,,7.167,7.792,0.0,0.0,0.0,0
RA-533,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,6.0,8.8,8.5,5.6,,7.333,6.962,0.0,0.0,0.0,1
RA-533,2023,Fase 1,Ametista,0,Masculino,Não,5.0,5.8,9.3,9.0,7.52,7.5,7.613333333,7.434866667,-0.20000000000000018,0.5,1.92,1
RA-534,2022,Fase 1,Nao_Informado,12,Feminino,Não,5.0,7.1,7.4,9.0,7.5,,7.333,7.131,0.0,0.0,0.0,1
RA-534,2023,Fase 2,Quartzo,13,Masculino,Não,5.0,5.4,8.1,0.0,2.52,8.125,7.92,5.8385,-1.6999999999999993,0.6999999999999993,-4.98,1
RA-534,2024,Fase 3,Ametista,14,Masculino,Não,10.0,5.0,6.043441938333333,9.585,7.51,7.5,7.103333333,7.088855054266667,-0.40000000000000036,-2.0565580616666663,4.99,0
RA-535,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,5.1,9.2,9.0,7.5,,6.917,6.953,0.0,0.0,0.0,1
RA-535,2023,Fase 2,Topázio,0,Feminino,Não,10.0,5.6,9.4,9.0,5.0,8.125,8.95,8.0027,0.5,0.20000000000000107,-2.5,0
RA-535,2024,Fase 3,Ametista,12,Feminino,Não,10.0,6.0,7.161904762,9.168,8.135,7.96875,7.5,7.659555952400001,0.40000000000000036,-2.2380952380000005,3.135,0
RA-536,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,6.0,8.9,9.5,5.6,,7.75,7.106,0.0,0.0,0.0,1
RA-536,2023,Fase 2,Ametista,10,Feminino,Não,10.0,5.9,9.3,8.0,2.52,8.333333333,9.17,7.759533333,-0.09999999999999964,0.40000000000000036,-3.0799999999999996,0
RA-536,2024,Fase 3,Ametista,11,Feminino,Não,10.0,5.5,9.109090909,8.334,8.135,7.1875,7.415,7.7704681818,-0.40000000000000036,-0.19090909099999998,5.615,0
RA-537,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,4.8,9.0,9.5,4.4,,7.167,6.641,0.0,0.0,0.0,1
RA-538,2022,Fase 1,Nao_Informado,13,Masculino,Não,5.0,6.8,7.5,8.5,5.6,,5.583,6.309,0.0,0.0,0.0,1
RA-538,2023,Fase 2,Agata,13,Masculino,Não,5.0,4.7,8.6,7.4,2.52,7.916666667,7.39,6.413466667,-2.0999999999999996,1.0999999999999996,-3.0799999999999996,1
RA-538,2024,Fase 3,Agata,14,Masculino,Não,5.0,6.166666666666667,7.668803418666666,8.751,7.51,5.625,5.292,6.514094017066666,1.4666666666666668,-0.9311965813333334,4.99,1
RA-539,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,7.5,9.3,8.5,6.9,,8.417,7.665,0.0,0.0,0.0,1
RA-539,2023,Fase 2,Ametista,0,Feminino,Não,5.0,8.5,8.6,9.5,2.52,9.166666667,8.84,7.796866667,1.0,-0.7000000000000011,-4.380000000000001,1
RA-539,2024,Fase 3,Topázio,13,Feminino,Sim,10.0,5.833333333333333,9.233333333333333,10.0,7.51,8.75,9.13,8.465533333333335,-2.666666666666667,0.6333333333333329,4.99,0
RA-54,2022,Fase 5,Nao_Informado,16,Feminino,Não,5.0,4.8,6.9,7.9,7.5,,6.125,6.058,0.0,0.0,0.0,1
RA-540,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,7.0,9.5,8.5,5.6,,7.5,7.303,0.0,0.0,0.0,1
RA-540,2023,Fase 2,Topázio,0,Feminino,Não,10.0,7.1,8.8,8.5,5.0,8.958333333,8.95,8.216033333,0.09999999999999964,-0.6999999999999993,-0.5999999999999996,0
RA-541,2022,Fase 1,Nao_Informado,14,Masculino,Não,2.5,2.5,7.8,10.0,6.9,,5.0,5.427,0.0,0.0,0.0,1
RA-542,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,6.5,9.8,8.0,6.3,,7.417,7.221,0.0,0.0,0.0,1
RA-542,2023,Fase 2,Ametista,12,Feminino,Não,5.0,6.3,9.7,9.5,5.0,8.75,9.006666667,7.816533333,-0.20000000000000018,-0.10000000000000142,-1.2999999999999998,1
RA-542,2024,Fase 3,Agata,13,Feminino,Não,10.0,3.9333333333333336,6.481366459666667,8.751,8.13,7.03125,6.232,6.7205649586,-2.3666666666666663,-3.2186335403333324,3.130000000000001,0
RA-543,2022,Fase 1,Nao_Informado,10,Feminino,Não,5.0,6.5,9.8,8.5,4.4,,7.167,7.05,0.0,0.0,0.0,1
RA-543,2023,Fase 2,Ametista,11,Feminino,Não,10.0,6.5,9.8,7.8,2.52,8.75,9.006666667,7.971833333,0.0,0.0,-1.8800000000000003,0
RA-543,2024,Fase 3,Topázio,12,Feminino,Não,10.0,6.833333333333333,9.616977225666666,8.751,2.51,8.90625,8.7,8.0467871118,0.33333333333333304,-0.18302277433333458,-0.010000000000000231,0
RA-544,2022,Fase 1,Nao_Informado,10,Masculino,Não,5.0,3.3,9.7,9.5,5.6,,6.0,6.307,0.0,0.0,0.0,1
RA-545,2022,Fase 1,Nao_Informado,13,Masculino,Não,5.0,5.5,6.6,9.5,7.5,,7.5,6.723,0.0,0.0,0.0,1
RA-546,2022,Fase 1,Nao_Informado,11,Feminino,Não,5.0,5.6,7.9,9.0,5.0,,7.917,6.77,0.0,0.0,0.0,1
